state,week,aqi_mean,aqi_p90,aqi_max,days_reported,state_raw,state_norm,state_abbr
VA,2024-02-03,24.789115646258505,34.400000000000006,54,147,Virginia,Virginia,VA
VA,2024-02-10,41.62937062937063,57.8,67,143,Virginia,Virginia,VA
VA,2024-02-17,30.993006993006993,44.0,66,143,Virginia,Virginia,VA
VA,2024-02-24,40.91275167785235,63.0,85,149,Virginia,Virginia,VA
VA,2024-03-02,37.66233766233766,56.70000000000002,68,154,Virginia,Virginia,VA
VA,2024-03-09,30.86813186813187,37.900000000000006,54,182,Virginia,Virginia,VA
VA,2024-03-16,43.8972972972973,61.0,86,185,Virginia,Virginia,VA
VA,2024-03-23,39.45054945054945,46.0,90,182,Virginia,Virginia,VA
VA,2024-03-30,39.564245810055866,49.20000000000002,61,179,Virginia,Virginia,VA
VA,2024-04-06,36.265957446808514,47.30000000000001,57,188,Virginia,Virginia,VA
VA,2024-04-13,41.92655367231639,49.400000000000006,65,177,Virginia,Virginia,VA
VA,2024-04-20,46.61271676300578,58.0,67,173,Virginia,Virginia,VA
VA,2024-04-27,39.21142857142857,48.0,80,175,Virginia,Virginia,VA
VA,2024-05-04,45.88268156424581,55.20000000000002,84,179,Virginia,Virginia,VA
VA,2024-05-11,34.848314606741575,46.30000000000001,57,178,Virginia,Virginia,VA
VA,2024-05-18,33.086021505376344,41.0,45,186,Virginia,Virginia,VA
VA,2024-05-25,42.2032967032967,52.900000000000006,93,182,Virginia,Virginia,VA
VA,2024-06-01,41.76111111111111,50.099999999999994,71,180,Virginia,Virginia,VA
VA,2024-06-08,41.44086021505376,51.0,87,186,Virginia,Virginia,VA
VA,2024-06-15,44.41530054644809,55.0,105,183,Virginia,Virginia,VA
VA,2024-06-22,45.12568306010929,56.0,64,183,Virginia,Virginia,VA
VA,2024-06-29,44.77005347593583,54.0,77,187,Virginia,Virginia,VA
VA,2024-07-06,40.060109289617486,50.80000000000001,61,183,Virginia,Virginia,VA
VA,2024-07-13,40.331491712707184,51.0,84,181,Virginia,Virginia,VA
VA,2024-07-20,47.8494623655914,60.5,87,186,Virginia,Virginia,VA
VA,2024-07-27,38.666666666666664,54.099999999999994,74,180,Virginia,Virginia,VA
VA,2024-08-03,47.04945054945055,58.0,115,182,Virginia,Virginia,VA
VA,2024-08-10,34.95135135135135,52.0,74,185,Virginia,Virginia,VA
VA,2024-08-17,45.26229508196721,64.80000000000001,70,183,Virginia,Virginia,VA
VA,2024-08-24,38.184357541899445,51.20000000000002,77,179,Virginia,Virginia,VA
VA,2024-08-31,50.36756756756757,67.6,112,185,Virginia,Virginia,VA
VA,2024-09-07,34.02732240437158,44.0,54,183,Virginia,Virginia,VA
VA,2024-09-14,40.885245901639344,53.60000000000002,87,183,Virginia,Virginia,VA
VA,2024-09-21,35.35294117647059,48.0,77,187,Virginia,Virginia,VA
VA,2024-09-28,27.53038674033149,38.0,52,181,Virginia,Virginia,VA
VA,2024-10-05,31.23076923076923,48.0,59,182,Virginia,Virginia,VA
VA,2024-10-12,36.891891891891895,52.0,58,185,Virginia,Virginia,VA
VA,2024-10-19,32.27683615819209,43.0,56,177,Virginia,Virginia,VA
VA,2024-10-26,43.270718232044196,54.0,74,181,Virginia,Virginia,VA
VA,2024-11-02,35.59649122807018,48.0,60,171,Virginia,Virginia,VA
VA,2024-11-09,34.758865248226954,46.0,60,141,Virginia,Virginia,VA
VA,2024-11-16,26.874125874125873,37.0,49,143,Virginia,Virginia,VA
VA,2024-11-23,32.47517730496454,60.0,70,141,Virginia,Virginia,VA
VA,2024-11-30,29.4822695035461,42.0,58,141,Virginia,Virginia,VA
VA,2024-12-07,30.852941176470587,45.5,57,136,Virginia,Virginia,VA
VA,2024-12-14,33.91608391608391,52.0,70,143,Virginia,Virginia,VA
VA,2024-12-21,32.4,52.0,64,140,Virginia,Virginia,VA
VA,2024-12-28,42.058394160583944,63.0,80,137,Virginia,Virginia,VA
VA,2025-01-04,23.90714285714286,34.10000000000001,42,140,Virginia,Virginia,VA
VA,2025-01-11,32.26618705035971,46.2,71,139,Virginia,Virginia,VA
VA,2025-01-18,39.098591549295776,53.900000000000006,74,142,Virginia,Virginia,VA
VA,2025-01-25,41.02721088435374,58.400000000000006,76,147,Virginia,Virginia,VA
VA,2025-02-01,36.042857142857144,47.0,60,140,Virginia,Virginia,VA
VA,2025-02-08,34.54676258992806,47.0,56,139,Virginia,Virginia,VA
VA,2025-02-15,33.24444444444445,47.0,77,135,Virginia,Virginia,VA
VA,2025-02-22,29.79259259259259,39.0,53,135,Virginia,Virginia,VA
VA,2025-03-01,39.47552447552447,52.0,62,143,Virginia,Virginia,VA
VA,2025-03-08,36.25945945945946,44.0,55,185,Virginia,Virginia,VA
VA,2025-03-15,45.75690607734806,58.0,80,181,Virginia,Virginia,VA
VA,2025-03-22,39.19444444444444,48.0,64,180,Virginia,Virginia,VA
VA,2025-03-29,43.6972972972973,56.0,71,185,Virginia,Virginia,VA
VA,2025-04-05,37.666666666666664,47.0,55,183,Virginia,Virginia,VA
VA,2025-04-12,36.10928961748634,45.0,58,183,Virginia,Virginia,VA
VA,2025-04-19,46.365591397849464,64.0,84,186,Virginia,Virginia,VA
VA,2025-04-26,49.05464480874317,67.0,87,183,Virginia,Virginia,VA
VA,2025-05-03,44.31460674157304,53.0,61,178,Virginia,Virginia,VA
VA,2025-05-10,37.98924731182796,47.5,58,186,Virginia,Virginia,VA
VA,2025-05-17,39.78453038674033,54.0,84,181,Virginia,Virginia,VA
VA,2025-05-24,34.26373626373626,44.0,48,182,Virginia,Virginia,VA
VA,2025-05-31,32.524064171122994,45.400000000000006,62,187,Virginia,Virginia,VA
VA,2025-06-07,46.10382513661202,61.80000000000001,80,183,Virginia,Virginia,VA
VA,2025-06-14,46.214285714285715,71.0,97,182,Virginia,Virginia,VA
VA,2025-06-21,32.49162011173184,47.0,64,179,Virginia,Virginia,VA
VA,2025-06-28,50.35672514619883,64.0,105,171,Virginia,Virginia,VA
VA,2025-07-05,46.01704545454545,62.5,124,176,Virginia,Virginia,VA
VA,2025-07-12,38.55135135135135,52.0,101,185,Virginia,Virginia,VA
VA,2025-07-19,33.15846994535519,42.0,54,183,Virginia,Virginia,VA
VA,2025-07-26,44.23497267759563,58.0,74,183,Virginia,Virginia,VA
VA,2025-08-02,38.17297297297297,51.0,140,185,Virginia,Virginia,VA
VA,2025-08-09,48.41436464088398,76.0,98,181,Virginia,Virginia,VA
VA,2025-08-16,33.00558659217877,47.0,84,179,Virginia,Virginia,VA
VA,2025-08-23,30.858695652173914,45.70000000000002,59,184,Virginia,Virginia,VA
VA,2025-08-30,35.245810055865924,42.20000000000002,48,179,Virginia,Virginia,VA
VA,2025-09-06,38.12280701754386,48.0,71,171,Virginia,Virginia,VA
VA,2025-09-13,36.72514619883041,48.0,64,171,Virginia,Virginia,VA
VA,2025-09-20,42.160714285714285,58.900000000000034,80,168,Virginia,Virginia,VA
VA,2025-09-27,37.73372781065089,51.20000000000002,56,169,Virginia,Virginia,VA
VA,2025-10-04,35.97826086956522,51.900000000000006,55,92,Virginia,Virginia,VA
VA,2025-10-11,27.571428571428573,35.2,37,14,Virginia,Virginia,VA
VA,2025-10-18,11.642857142857142,18.800000000000004,23,14,Virginia,Virginia,VA
VA,2025-10-25,28.761904761904763,42.0,43,21,Virginia,Virginia,VA
VA,2025-11-01,17.615384615384617,22.0,29,13,Virginia,Virginia,VA
WA,2021-01-02,30.74137931034483,62.0,90,58,Washington,Washington,WA
WA,2021-01-09,31.830917874396135,55.400000000000006,86,207,Washington,Washington,WA
WA,2021-01-16,38.13461538461539,59.0,99,208,Washington,Washington,WA
WA,2021-01-23,51.429245283018865,69.0,108,212,Washington,Washington,WA
WA,2021-01-30,41.04761904761905,65.1,94,210,Washington,Washington,WA
WA,2021-02-06,27.074626865671643,54.0,98,201,Washington,Washington,WA
WA,2021-02-13,30.681818181818183,52.0,66,198,Washington,Washington,WA
WA,2021-02-20,39.95566502463054,60.0,99,203,Washington,Washington,WA
WA,2021-02-27,23.15,44.0,65,200,Washington,Washington,WA
WA,2021-03-06,36.005076142131976,56.0,70,197,Washington,Washington,WA
WA,2021-03-13,36.6421568627451,57.0,80,204,Washington,Washington,WA
WA,2021-03-20,31.75728155339806,55.0,70,206,Washington,Washington,WA
WA,2021-03-27,24.9064039408867,42.80000000000001,61,203,Washington,Washington,WA
WA,2021-04-03,36.42788461538461,55.0,148,208,Washington,Washington,WA
WA,2021-04-10,26.87323943661972,45.80000000000001,59,213,Washington,Washington,WA
WA,2021-04-17,30.15311004784689,51.0,71,209,Washington,Washington,WA
WA,2021-04-24,36.639810426540286,53.0,77,211,Washington,Washington,WA
WA,2021-05-01,24.267605633802816,41.0,85,213,Washington,Washington,WA
WA,2021-05-08,26.580952380952382,43.0,64,210,Washington,Washington,WA
WA,2021-05-15,27.542857142857144,44.0,54,210,Washington,Washington,WA
WA,2021-05-22,26.492957746478872,44.0,76,213,Washington,Washington,WA
WA,2021-05-29,21.923809523809524,37.0,126,210,Washington,Washington,WA
WA,2021-06-05,29.317535545023695,51.0,80,211,Washington,Washington,WA
WA,2021-06-12,21.057142857142857,38.0,54,210,Washington,Washington,WA
WA,2021-06-19,24.038095238095238,42.099999999999994,84,210,Washington,Washington,WA
WA,2021-06-26,31.42718446601942,49.0,77,206,Washington,Washington,WA
WA,2021-07-03,48.73300970873787,66.5,177,206,Washington,Washington,WA
WA,2021-07-10,40.082926829268295,63.599999999999994,169,205,Washington,Washington,WA
WA,2021-07-17,41.34615384615385,77.30000000000001,148,208,Washington,Washington,WA
WA,2021-07-24,42.14427860696517,81.0,312,201,Washington,Washington,WA
WA,2021-07-31,55.27777777777778,94.30000000000001,282,198,Washington,Washington,WA
WA,2021-08-07,65.47029702970298,156.9,354,202,Washington,Washington,WA
WA,2021-08-14,73.66504854368932,172.0,235,206,Washington,Washington,WA
WA,2021-08-21,51.34634146341463,85.6,178,205,Washington,Washington,WA
WA,2021-08-28,40.546341463414635,57.0,181,205,Washington,Washington,WA
WA,2021-09-04,40.30622009569378,63.0,167,209,Washington,Washington,WA
WA,2021-09-11,51.5188679245283,92.9,174,212,Washington,Washington,WA
WA,2021-09-18,32.957142857142856,51.099999999999994,93,210,Washington,Washington,WA
WA,2021-09-25,30.47887323943662,46.0,95,213,Washington,Washington,WA
WA,2021-10-02,26.904761904761905,42.0,69,210,Washington,Washington,WA
WA,2021-10-09,31.256038647342994,52.0,67,207,Washington,Washington,WA
WA,2021-10-16,28.757142857142856,47.0,57,210,Washington,Washington,WA
WA,2021-10-23,34.7047619047619,55.0,78,210,Washington,Washington,WA
WA,2021-10-30,24.660194174757283,41.0,68,206,Washington,Washington,WA
WA,2021-11-06,42.66985645933014,65.0,126,209,Washington,Washington,WA
WA,2021-11-13,30.0,54.20000000000002,68,209,Washington,Washington,WA
WA,2021-11-20,32.85849056603774,58.0,114,212,Washington,Washington,WA
WA,2021-11-27,37.690140845070424,60.80000000000001,88,213,Washington,Washington,WA
WA,2021-12-04,28.547169811320753,53.900000000000006,78,212,Washington,Washington,WA
WA,2021-12-11,31.0935960591133,54.0,73,203,Washington,Washington,WA
WA,2021-12-18,28.434146341463414,52.0,106,205,Washington,Washington,WA
WA,2021-12-25,29.13170731707317,56.0,73,205,Washington,Washington,WA
WA,2022-01-01,36.5771144278607,60.0,107,201,Washington,Washington,WA
WA,2022-01-08,34.11,59.099999999999994,109,200,Washington,Washington,WA
WA,2022-01-15,45.1,70.0,151,200,Washington,Washington,WA
WA,2022-01-22,39.1608040201005,60.0,77,199,Washington,Washington,WA
WA,2022-01-29,47.09569377990431,65.0,85,209,Washington,Washington,WA
WA,2022-02-05,38.01913875598086,60.0,89,209,Washington,Washington,WA
WA,2022-02-12,42.11848341232228,65.0,88,211,Washington,Washington,WA
WA,2022-02-19,36.743961352657,61.0,80,207,Washington,Washington,WA
WA,2022-02-26,35.302439024390246,58.0,73,205,Washington,Washington,WA
WA,2022-03-05,27.429268292682927,53.0,69,205,Washington,Washington,WA
WA,2022-03-12,35.15942028985507,55.0,77,207,Washington,Washington,WA
WA,2022-03-19,23.68421052631579,42.20000000000002,59,209,Washington,Washington,WA
WA,2022-03-26,26.266666666666666,45.29999999999998,62,210,Washington,Washington,WA
WA,2022-04-02,26.145539906103288,43.0,101,213,Washington,Washington,WA
WA,2022-04-09,25.47641509433962,43.0,100,212,Washington,Washington,WA
WA,2022-04-16,23.320388349514563,41.5,67,206,Washington,Washington,WA
WA,2022-04-23,25.480582524271846,44.0,90,206,Washington,Washington,WA
WA,2022-04-30,28.014285714285716,44.0,103,210,Washington,Washington,WA
WA,2022-05-07,23.545454545454547,39.0,52,209,Washington,Washington,WA
WA,2022-05-14,22.251184834123222,39.0,56,211,Washington,Washington,WA
WA,2022-05-21,24.433962264150942,38.900000000000006,73,212,Washington,Washington,WA
WA,2022-05-28,23.816037735849058,37.900000000000006,49,212,Washington,Washington,WA
WA,2022-06-04,23.835680751173708,37.80000000000001,74,213,Washington,Washington,WA
WA,2022-06-11,20.735849056603772,37.0,55,212,Washington,Washington,WA
WA,2022-06-18,24.436893203883496,36.5,54,206,Washington,Washington,WA
WA,2022-06-25,22.26923076923077,37.0,61,208,Washington,Washington,WA
WA,2022-07-02,30.15566037735849,47.900000000000006,115,212,Washington,Washington,WA
WA,2022-07-09,28.7311320754717,45.70000000000002,89,212,Washington,Washington,WA
WA,2022-07-16,25.150234741784036,38.0,54,213,Washington,Washington,WA
WA,2022-07-23,26.72641509433962,43.0,58,212,Washington,Washington,WA
WA,2022-07-30,41.56132075471698,58.0,143,212,Washington,Washington,WA
WA,2022-08-06,33.867924528301884,51.900000000000006,97,212,Washington,Washington,WA
WA,2022-08-13,36.56132075471698,54.0,84,212,Washington,Washington,WA
WA,2022-08-20,37.9375,59.0,93,208,Washington,Washington,WA
WA,2022-08-27,32.50480769230769,51.0,77,208,Washington,Washington,WA
WA,2022-09-03,44.23444976076555,69.20000000000002,108,209,Washington,Washington,WA
WA,2022-09-10,53.86829268292683,97.0,271,205,Washington,Washington,WA
WA,2022-09-17,71.77669902912622,153.0,290,206,Washington,Washington,WA
WA,2022-09-24,38.760975609756095,55.599999999999994,97,205,Washington,Washington,WA
WA,2022-10-01,44.49748743718593,67.20000000000002,167,199,Washington,Washington,WA
WA,2022-10-08,65.77889447236181,92.0,198,199,Washington,Washington,WA
WA,2022-10-15,71.22277227722772,113.9,250,202,Washington,Washington,WA
WA,2022-10-22,77.75369458128078,153.40000000000003,362,203,Washington,Washington,WA
WA,2022-10-29,31.276699029126213,52.0,89,206,Washington,Washington,WA
WA,2022-11-05,29.113300492610836,53.60000000000002,70,203,Washington,Washington,WA
WA,2022-11-12,46.125,69.9,147,192,Washington,Washington,WA
WA,2022-11-19,65.08629441624366,84.0,110,197,Washington,Washington,WA
WA,2022-11-26,55.44670050761421,80.4,112,197,Washington,Washington,WA
WA,2022-12-03,37.02577319587629,59.0,83,194,Washington,Washington,WA
WA,2022-12-10,42.20398009950249,67.0,108,201,Washington,Washington,WA
WA,2022-12-17,49.57843137254902,70.0,117,204,Washington,Washington,WA
WA,2022-12-24,32.759803921568626,52.70000000000002,71,204,Washington,Washington,WA
WA,2022-12-31,33.40487804878049,59.599999999999994,93,205,Washington,Washington,WA
WA,2023-01-07,37.06341463414634,65.0,106,205,Washington,Washington,WA
WA,2023-01-14,32.59024390243903,59.599999999999994,76,205,Washington,Washington,WA
WA,2023-01-21,33.35609756097561,57.0,70,205,Washington,Washington,WA
WA,2023-01-28,37.49756097560976,59.0,99,205,Washington,Washington,WA
WA,2023-02-04,42.75609756097561,67.0,89,205,Washington,Washington,WA
WA,2023-02-11,30.995073891625616,56.80000000000001,85,203,Washington,Washington,WA
WA,2023-02-18,33.43414634146342,57.599999999999994,73,205,Washington,Washington,WA
WA,2023-02-25,28.297029702970296,52.0,119,202,Washington,Washington,WA
WA,2023-03-04,25.570731707317073,47.0,74,205,Washington,Washington,WA
WA,2023-03-11,25.345,43.099999999999994,77,200,Washington,Washington,WA
WA,2023-03-18,30.55665024630542,52.0,72,203,Washington,Washington,WA
WA,2023-03-25,30.211822660098523,53.80000000000001,67,203,Washington,Washington,WA
WA,2023-04-01,23.520408163265305,42.0,56,196,Washington,Washington,WA
WA,2023-04-08,22.232323232323232,40.30000000000001,55,198,Washington,Washington,WA
WA,2023-04-15,23.45273631840796,41.0,52,201,Washington,Washington,WA
WA,2023-04-22,25.53960396039604,44.0,53,202,Washington,Washington,WA
WA,2023-04-29,29.75862068965517,50.80000000000001,77,203,Washington,Washington,WA
WA,2023-05-06,28.432038834951456,47.0,61,206,Washington,Washington,WA
WA,2023-05-13,27.409756097560976,46.0,64,205,Washington,Washington,WA
WA,2023-05-20,41.2970297029703,69.9,108,202,Washington,Washington,WA
WA,2023-05-27,34.00990099009901,48.900000000000006,62,202,Washington,Washington,WA
WA,2023-06-03,32.073170731707314,45.0,77,205,Washington,Washington,WA
WA,2023-06-10,35.926829268292686,55.0,112,205,Washington,Washington,WA
WA,2023-06-17,35.89655172413793,55.80000000000001,90,203,Washington,Washington,WA
WA,2023-06-24,24.16,37.099999999999994,47,200,Washington,Washington,WA
WA,2023-07-01,28.645320197044335,44.0,58,203,Washington,Washington,WA
WA,2023-07-08,44.21463414634146,65.19999999999999,195,205,Washington,Washington,WA
WA,2023-07-15,29.917073170731708,47.599999999999994,77,205,Washington,Washington,WA
WA,2023-07-22,30.146341463414632,47.0,84,205,Washington,Washington,WA
WA,2023-07-29,29.868932038834952,45.5,74,206,Washington,Washington,WA
WA,2023-08-05,34.8391959798995,58.0,110,199,Washington,Washington,WA
WA,2023-08-12,31.772727272727273,56.30000000000001,96,198,Washington,Washington,WA
WA,2023-08-19,64.3970588235294,135.7000000000002,447,204,Washington,Washington,WA
WA,2023-08-26,88.9609756097561,228.19999999999996,326,205,Washington,Washington,WA
WA,2023-09-02,48.25365853658536,69.6,115,205,Washington,Washington,WA
WA,2023-09-09,30.766990291262136,44.0,55,206,Washington,Washington,WA
WA,2023-09-16,33.25125628140704,49.20000000000002,71,199,Washington,Washington,WA
WA,2023-09-23,37.93434343434343,53.30000000000001,88,198,Washington,Washington,WA
WA,2023-09-30,31.63681592039801,53.0,68,201,Washington,Washington,WA
WA,2023-10-07,26.504716981132077,40.80000000000001,60,212,Washington,Washington,WA
WA,2023-10-14,31.123222748815166,52.0,65,211,Washington,Washington,WA
WA,2023-10-21,34.867298578199055,54.0,110,211,Washington,Washington,WA
WA,2023-10-28,39.60377358490566,57.0,81,212,Washington,Washington,WA
WA,2023-11-04,54.40284360189573,78.0,94,211,Washington,Washington,WA
WA,2023-11-11,36.90909090909091,59.0,80,209,Washington,Washington,WA
WA,2023-11-18,45.46190476190476,65.19999999999999,84,210,Washington,Washington,WA
WA,2023-11-25,42.65094339622642,62.0,92,212,Washington,Washington,WA
WA,2023-12-02,51.80288461538461,71.0,91,208,Washington,Washington,WA
WA,2023-12-09,29.47846889952153,53.20000000000002,76,209,Washington,Washington,WA
WA,2023-12-16,36.00476190476191,57.0,81,210,Washington,Washington,WA
WA,2023-12-23,39.48356807511737,59.80000000000001,106,213,Washington,Washington,WA
WA,2023-12-30,34.0,55.900000000000006,73,212,Washington,Washington,WA
WA,2024-01-06,34.18483412322275,56.0,96,211,Washington,Washington,WA
WA,2024-01-13,24.914691943127963,42.0,76,211,Washington,Washington,WA
WA,2024-01-20,47.40284360189573,63.0,92,211,Washington,Washington,WA
WA,2024-01-27,35.923809523809524,64.0,90,210,Washington,Washington,WA
WA,2024-02-03,31.44075829383886,54.0,81,211,Washington,Washington,WA
WA,2024-02-10,29.55188679245283,49.0,64,212,Washington,Washington,WA
WA,2024-02-17,26.77358490566038,45.900000000000006,76,212,Washington,Washington,WA
WA,2024-02-24,32.35265700483092,52.400000000000006,69,207,Washington,Washington,WA
WA,2024-03-02,17.47826086956522,36.400000000000006,64,207,Washington,Washington,WA
WA,2024-03-09,27.995283018867923,50.80000000000001,65,212,Washington,Washington,WA
WA,2024-03-16,24.356807511737088,47.0,61,213,Washington,Washington,WA
WA,2024-03-23,30.696682464454977,51.0,67,211,Washington,Washington,WA
WA,2024-03-30,19.598086124401913,38.0,45,209,Washington,Washington,WA
WA,2024-04-06,22.938095238095237,39.0,58,210,Washington,Washington,WA
WA,2024-04-13,22.692682926829267,41.599999999999994,53,205,Washington,Washington,WA
WA,2024-04-20,23.419047619047618,42.0,54,210,Washington,Washington,WA
WA,2024-04-27,20.767772511848342,39.0,73,211,Washington,Washington,WA
WA,2024-05-04,20.261904761904763,39.0,65,210,Washington,Washington,WA
WA,2024-05-11,25.18867924528302,44.900000000000006,67,212,Washington,Washington,WA
WA,2024-05-18,26.793427230046948,44.0,63,213,Washington,Washington,WA
WA,2024-05-25,22.721698113207548,38.0,52,212,Washington,Washington,WA
WA,2024-06-01,21.24056603773585,38.900000000000006,45,212,Washington,Washington,WA
WA,2024-06-08,24.887323943661972,44.0,58,213,Washington,Washington,WA
WA,2024-06-15,26.316037735849058,44.0,62,212,Washington,Washington,WA
WA,2024-06-22,26.857142857142858,45.80000000000001,77,203,Washington,Washington,WA
WA,2024-06-29,20.514851485148515,37.70000000000002,61,202,Washington,Washington,WA
WA,2024-07-06,34.82741116751269,57.80000000000001,166,197,Washington,Washington,WA
WA,2024-07-13,46.44670050761421,72.20000000000002,119,197,Washington,Washington,WA
WA,2024-07-20,43.2029702970297,68.80000000000001,157,202,Washington,Washington,WA
WA,2024-07-27,45.404761904761905,76.1,196,210,Washington,Washington,WA
WA,2024-08-03,39.32057416267943,66.0,152,209,Washington,Washington,WA
WA,2024-08-10,49.051643192488264,67.0,129,213,Washington,Washington,WA
WA,2024-08-17,39.533018867924525,59.80000000000001,94,212,Washington,Washington,WA
WA,2024-08-24,29.13809523809524,42.099999999999994,58,210,Washington,Washington,WA
WA,2024-08-31,32.417840375586856,48.0,77,213,Washington,Washington,WA
WA,2024-09-07,46.06132075471698,69.9,111,212,Washington,Washington,WA
WA,2024-09-14,32.45497630331754,62.0,135,211,Washington,Washington,WA
WA,2024-09-21,25.156398104265403,37.0,61,211,Washington,Washington,WA
WA,2024-09-28,27.478048780487804,44.0,73,205,Washington,Washington,WA
WA,2024-10-05,27.681372549019606,44.70000000000002,85,204,Washington,Washington,WA
WA,2024-10-12,32.85308056872038,52.0,96,211,Washington,Washington,WA
WA,2024-10-19,29.62857142857143,54.0,69,210,Washington,Washington,WA
WA,2024-10-26,29.541463414634148,50.599999999999994,64,205,Washington,Washington,WA
WA,2024-11-02,28.427230046948356,47.0,73,213,Washington,Washington,WA
WA,2024-11-09,47.62439024390244,74.0,106,205,Washington,Washington,WA
WA,2024-11-16,35.338235294117645,64.70000000000002,104,204,Washington,Washington,WA
WA,2024-11-23,26.492610837438423,51.80000000000001,79,203,Washington,Washington,WA
WA,2024-11-30,37.46078431372549,55.0,70,204,Washington,Washington,WA
WA,2024-12-07,46.65238095238095,64.19999999999999,86,210,Washington,Washington,WA
WA,2024-12-14,37.436619718309856,60.0,81,213,Washington,Washington,WA
WA,2024-12-21,32.004950495049506,56.0,83,202,Washington,Washington,WA
WA,2024-12-28,25.717821782178216,49.0,72,202,Washington,Washington,WA
WA,2025-01-04,30.612745098039216,56.0,84,204,Washington,Washington,WA
WA,2025-01-11,29.950248756218905,52.0,72,201,Washington,Washington,WA
WA,2025-01-18,42.41871921182266,60.80000000000001,82,203,Washington,Washington,WA
WA,2025-01-25,49.05339805825243,68.5,86,206,Washington,Washington,WA
WA,2025-02-01,48.025,72.1,89,200,Washington,Washington,WA
WA,2025-02-08,30.014851485148515,52.900000000000006,78,202,Washington,Washington,WA
WA,2025-02-15,36.67942583732057,55.0,80,209,Washington,Washington,WA
WA,2025-02-22,30.81132075471698,57.900000000000006,70,212,Washington,Washington,WA
WA,2025-03-01,27.908653846153847,52.0,65,208,Washington,Washington,WA
WA,2025-03-08,28.25728155339806,46.0,66,206,Washington,Washington,WA
WA,2025-03-15,18.576923076923077,34.0,52,208,Washington,Washington,WA
WA,2025-03-22,18.104761904761904,37.0,48,210,Washington,Washington,WA
WA,2025-03-29,18.538095238095238,37.0,70,210,Washington,Washington,WA
WA,2025-04-05,23.0,41.0,58,210,Washington,Washington,WA
WA,2025-04-12,19.860576923076923,39.0,54,208,Washington,Washington,WA
WA,2025-04-19,26.090476190476192,44.0,59,210,Washington,Washington,WA
WA,2025-04-26,28.449494949494948,49.0,62,198,Washington,Washington,WA
WA,2025-05-03,26.948979591836736,45.0,57,196,Washington,Washington,WA
WA,2025-05-10,27.51231527093596,47.0,100,203,Washington,Washington,WA
WA,2025-05-17,22.806763285024154,41.0,50,207,Washington,Washington,WA
WA,2025-05-24,24.20952380952381,43.0,58,210,Washington,Washington,WA
WA,2025-05-31,27.414285714285715,46.0,88,210,Washington,Washington,WA
WA,2025-06-07,26.847619047619048,42.0,65,210,Washington,Washington,WA
WA,2025-06-14,36.01428571428571,52.099999999999994,77,210,Washington,Washington,WA
WA,2025-06-21,24.776190476190475,42.0,54,210,Washington,Washington,WA
WA,2025-06-28,28.29047619047619,51.0,69,210,Washington,Washington,WA
WA,2025-07-05,27.77294685990338,44.80000000000001,71,207,Washington,Washington,WA
WA,2025-07-12,25.090476190476192,40.19999999999999,64,210,Washington,Washington,WA
WA,2025-07-19,34.140776699029125,52.0,86,206,Washington,Washington,WA
WA,2025-07-26,30.44334975369458,47.80000000000001,61,203,Washington,Washington,WA
WA,2025-08-02,31.049751243781095,51.0,71,201,Washington,Washington,WA
WA,2025-08-09,27.794736842105262,44.099999999999994,64,190,Washington,Washington,WA
WA,2025-08-16,28.25925925925926,46.20000000000002,76,189,Washington,Washington,WA
WA,2025-08-23,30.247311827956988,45.5,151,186,Washington,Washington,WA
WA,2025-08-30,48.87978142076503,61.80000000000001,143,183,Washington,Washington,WA
WA,2025-09-06,52.75,67.7,119,24,Washington,Washington,WA
WV,2021-01-02,33.0,57.30000000000001,75,18,West Virginia,West Virginia,WV
WV,2021-01-09,32.111111111111114,55.80000000000001,67,54,West Virginia,West Virginia,WV
WV,2021-01-16,44.3,73.0,94,60,West Virginia,West Virginia,WV
WV,2021-01-23,29.62962962962963,48.90000000000002,62,54,West Virginia,West Virginia,WV
WV,2021-01-30,32.83018867924528,62.60000000000001,68,53,West Virginia,West Virginia,WV
WV,2021-02-06,32.389830508474574,51.2,69,59,West Virginia,West Virginia,WV
WV,2021-02-13,43.301886792452834,68.60000000000001,74,53,West Virginia,West Virginia,WV
WV,2021-02-20,40.80769230769231,60.9,85,52,West Virginia,West Virginia,WV
WV,2021-02-27,41.6,63.60000000000001,98,60,West Virginia,West Virginia,WV
WV,2021-03-06,34.822784810126585,42.2,68,79,West Virginia,West Virginia,WV
WV,2021-03-13,47.0,65.5,85,86,West Virginia,West Virginia,WV
WV,2021-03-20,40.5632183908046,54.0,72,87,West Virginia,West Virginia,WV
WV,2021-03-27,40.52325581395349,51.0,66,86,West Virginia,West Virginia,WV
WV,2021-04-03,38.2183908045977,47.0,56,87,West Virginia,West Virginia,WV
WV,2021-04-10,55.91111111111111,72.10000000000001,90,90,West Virginia,West Virginia,WV
WV,2021-04-17,34.32954545454545,45.3,54,88,West Virginia,West Virginia,WV
WV,2021-04-24,43.25,52.599999999999994,64,88,West Virginia,West Virginia,WV
WV,2021-05-01,42.76136363636363,55.0,67,88,West Virginia,West Virginia,WV
WV,2021-05-08,33.67045454545455,44.0,51,88,West Virginia,West Virginia,WV
WV,2021-05-15,37.825581395348834,49.0,71,86,West Virginia,West Virginia,WV
WV,2021-05-22,55.10227272727273,77.0,93,88,West Virginia,West Virginia,WV
WV,2021-05-29,40.45783132530121,61.0,74,83,West Virginia,West Virginia,WV
